location,district,rooms,size,level,max_levels,price,psp
"город Ташкент, Юнусабадский район, ц-5 Киёт (Ц-5) ",Yunusobod,4,92.0,4,4,89000.0,967.3913043478261
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,3,80.0,4,5,56000.0,700.0
"город Ташкент, Мирзо-Улугбекский район, площадь Хамида Алимджана",Mirzo-Ulugʻbek,2,77.0,6,18,59000.0,766.2337662337662
"город Ташкент, Яшнободский район, Городок Авиастроителей 3-й квартал",Yashnobod,2,60.0,4,4,41500.0,691.6666666666666
"город Ташкент, Юнусабадский район, Шахристанская",Yunusobod,3,56.0,4,4,31080.0,555.0
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,5,109.0,3,5,80000.0,733.9449541284404
"город Ташкент, Мирзо-Улугбекский район, проезд Каландар",Mirzo-Ulugʻbek,4,110.0,5,9,70000.0,636.3636363636364
"город Ташкент, Яккасарайский район, Кушбеги",Yakkasaroy,1,38.0,2,5,26700.0,702.6315789473684
"город Ташкент, Яккасарайский район, Башлык",Yakkasaroy,5,116.0,3,9,90000.0,775.8620689655172
"город Ташкент, Чиланзарский район, Фурката",Chilonzor,3,90.0,5,9,57000.0,633.3333333333334
"город Ташкент, Шайхантахурский район, Джарарык",Shayxontohur,5,112.0,9,9,48000.0,428.57142857142856
"город Ташкент, Яккасарайский район, Шарафа Рашидова",Yakkasaroy,2,80.0,5,7,80000.0,1000.0
"город Ташкент, Чиланзарский район, Чиланзар17",Chilonzor,2,48.0,2,4,37000.0,770.8333333333334
"город Ташкент, Чиланзарский район, Чиланзар  3 квартал",Chilonzor,2,45.0,4,4,35200.0,782.2222222222222
"город Ташкент, Чиланзарский район, Чиланзар  5 квартал",Chilonzor,1,46.0,3,12,33500.0,728.2608695652174
"город Ташкент, Олмазорский район, Юкори Себзор",Olmazor,4,83.18,5,5,55000.0,661.2166386150517
"город Ташкент, Юнусабадский район, 3-й проезд Шахристон",Yunusobod,2,56.0,4,4,30000.0,535.7142857142857
"город Ташкент, Олмазорский район, Каракамыш квартал 2/1",Olmazor,2,56.8,3,4,32000.0,563.3802816901409
"город Ташкент, Шайхантахурский район, 1- проезд Султан Жура",Shayxontohur,2,60.0,3,9,46000.0,766.6666666666666
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Chilonzor,3,64.0,2,3,43500.0,679.6875
"город Ташкент, Чиланзарский район, Чиланзар квартал Е",Chilonzor,3,73.0,9,9,57000.0,780.8219178082192
"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Uchtepa,4,100.0,1,9,88000.0,880.0
"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Uchtepa,2,52.0,1,5,28000.0,538.4615384615385
"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Uchtepa,2,40.0,4,5,30000.0,750.0
"город Ташкент, Учтепинский район, Чиланзар 21-й квартал",Uchtepa,2,47.0,3,4,33000.0,702.1276595744681
"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",Chilonzor,2,47.0,4,4,29500.0,627.6595744680851
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Chilonzor,2,45.0,1,4,38500.0,855.5555555555555
"город Ташкент, Яшнободский район, Городок Авиастроителей 2-й квартал",Yashnobod,4,136.0,1,9,85000.0,625.0
"город Ташкент, Шайхантахурский район, Караташ",Shayxontohur,4,128.0,4,5,140000.0,1093.75
"город Ташкент, Шайхантахурский район, Бешагач",Shayxontohur,4,98.0,1,9,97000.0,989.795918367347
"город Ташкент, Учтепинский район, Чиланзар 30-й квартал",Uchtepa,3,78.0,2,4,48000.0,615.3846153846154
"город Ташкент, Чиланзарский район, Алгоритм",Chilonzor,4,90.0,1,5,68000.0,755.5555555555555
"город Ташкент, Чиланзарский район, Алгоритм",Chilonzor,3,70.0,5,5,50000.0,714.2857142857143
"город Ташкент, Чиланзарский район, Аль-Хорезми-1",Chilonzor,1,42.0,3,4,28000.0,666.6666666666666
"город Ташкент, Чиланзарский район, Чиланзар 3-й квартал",Chilonzor,2,40.0,4,4,42000.0,1050.0
"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Chilonzor,3,72.0,8,9,47500.0,659.7222222222222
"город Ташкент, Чиланзарский район, Чиланзар 5-й квартал",Chilonzor,3,78.0,1,5,68000.0,871.7948717948718
"город Ташкент, Чиланзарский район, Гулистон",Chilonzor,3,72.0,4,9,51500.0,715.2777777777778
"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Uchtepa,4,111.0,7,9,67000.0,603.6036036036036
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Uchtepa,4,84.0,3,5,55000.0,654.7619047619048
"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Uchtepa,1,42.0,1,4,25500.0,607.1428571428571
"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Chilonzor,2,47.0,1,4,41500.0,882.9787234042553
"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",Chilonzor,3,65.0,4,4,42000.0,646.1538461538462
"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Uchtepa,2,47.0,4,4,35500.0,755.3191489361702
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Chilonzor,3,68.0,3,4,50000.0,735.2941176470588
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Chilonzor,1,45.0,6,8,41000.0,911.1111111111111
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Chilonzor,3,68.0,4,4,45000.0,661.7647058823529
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Chilonzor,2,49.0,1,3,58500.0,1193.8775510204082
"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Uchtepa,3,72.0,9,9,36500.0,506.94444444444446
"город Ташкент, Учтепинский район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Uchtepa,3,80.0,4,5,72000.0,900.0
"город Ташкент, Чиланзарский район, Гулистан",Chilonzor,5,110.0,3,5,78000.0,709.0909090909091
"город Ташкент, Чиланзарский район, Гулистан",Chilonzor,3,72.0,2,4,55200.0,766.6666666666666
"город Ташкент, Учтепинский район, Кизил Шарк",Uchtepa,2,50.0,2,4,43000.0,860.0
"город Ташкент, Чиланзарский район, Алмазар",Chilonzor,2,58.0,6,9,41000.0,706.8965517241379
"город Ташкент, Чиланзарский район, проспект Бунёдкор",Chilonzor,3,105.0,7,8,130000.0,1238.095238095238
"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Uchtepa,3,72.0,8,9,48000.0,666.6666666666666
"город Ташкент, Юнусабадский район, Юнусабад 19-й квартал",Yunusobod,2,56.0,4,5,34500.0,616.0714285714286
"город Ташкент, Шайхантахурский район, Фурката",Shayxontohur,4,100.0,7,7,70000.0,700.0
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,3,78.0,5,9,50000.0,641.025641025641
"город Ташкент, Чиланзарский район, Чиланзар-18",Chilonzor,3,68.0,4,4,34500.0,507.3529411764706
"город Ташкент, Чиланзарский район, Чиланзар-8",Chilonzor,3,70.0,2,5,46000.0,657.1428571428571
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,1,43.0,1,5,26500.0,616.2790697674419
"город Ташкент, Чиланзарский район, Чиланзар-16",Chilonzor,1,36.0,2,4,24700.0,686.1111111111111
"город Ташкент, Чиланзарский район, Чиланзар-17",Chilonzor,2,50.0,1,5,35000.0,700.0
"город Ташкент, Чиланзарский район, Чиланзар-18",Chilonzor,2,50.0,4,4,34500.0,690.0
"город Ташкент, Чиланзарский район, Чиланзар-16",Chilonzor,2,50.0,2,5,36000.0,720.0
"город Ташкент, Чиланзарский район, Чиланзар-17",Chilonzor,2,60.0,3,9,37500.0,625.0
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,2,60.0,3,5,39500.0,658.3333333333334
"город Ташкент, Чиланзарский район, Чиланзар-Ц",Chilonzor,2,50.0,4,4,33500.0,670.0
"город Ташкент, Чиланзарский район, Чиланзар",Chilonzor,2,56.0,1,4,32000.0,571.4285714285714
"город Ташкент, Яккасарайский район, Тепа",Yakkasaroy,1,42.0,3,4,41498.0,988.047619047619
"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Mirzo-Ulugʻbek,2,55.0,2,5,35000.0,636.3636363636364
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Chilonzor,1,30.0,1,4,26500.0,883.3333333333334
"город Ташкент, Сергелийский район, Сергели-VI",Sergeli,3,78.0,1,9,55000.0,705.1282051282051
"город Ташкент, Чиланзарский район, Чиланзар квартал 20Д",Chilonzor,1,37.0,1,4,28000.0,756.7567567567568
"город Ташкент, Яшнободский район, Мавлоно Риёзи",Yashnobod,3,70.0,7,9,51000.0,728.5714285714286
"город Ташкент, Мирабадский район, Фергана Йули",Mirabad,1,35.0,3,5,37000.0,1057.142857142857
"город Ташкент, Олмазорский район, Каракамыш квартал 1/3",Olmazor,2,60.0,3,4,39000.0,650.0
"город Ташкент, Чиланзарский район, Чиланзар 1-й квартал",Chilonzor,1,35.0,2,4,28000.0,800.0
"город Ташкент, Яшнободский район, Паркент",Yashnobod,2,45.0,5,9,31000.0,688.8888888888889
"город Ташкент, Олмазорский район, Себзар",Olmazor,4,95.0,6,9,72000.0,757.8947368421053
